_type	layouts	name
anjuke	[{"img":"http://b.pic1.ajkimg.com/display/xinfang/962e19517ee9627a3c0151af39f380a9/240x180n.jpg","name":"B1户型：","layout":"别墅","area":"约404.00平米"},{"img":"http://b.pic1.ajkimg.com/display/xinfang/594802e8cf7748cc218a50a2f223bd5f/240x180n.jpg","name":"双拼A户型：","layout":"别墅","area":"约511.00平米"},{"img":"http://a.pic1.ajkimg.com/display/xinfang/40fd1d10615fd0f9c6ed5f30629a37a4/240x180n.jpg","name":"B2户型：","layout":"别墅","area":"约333.00平米"}]	景源名墅
anjuke	[{"img":"http://b.pic1.ajkimg.com/display/xinfang/a1ca688e3cd4c64f088e89f0b1fc9ab3/240x180n.jpg","name":"A2N户型：","layout":"别墅","area":"约314.00平米"},{"img":"http://c.pic1.ajkimg.com/display/xinfang/6c46d512ee623151205f5b83e2c0fa44/240x180n.jpg","name":"A1S户型：","layout":"别墅","area":"约279.00平米"},{"img":"http://d.pic1.ajkimg.com/display/xinfang/7654433fa1906decc86181f6f4f52903/240x180n.jpg","name":"A1N户型：","layout":"别墅","area":"约286.00平米"}]	泷湾
anjuke	[{"img":"http://b.pic1.ajkimg.com/display/xinfang/9a84cf3c9275293d9d211fbb028da850/240x180n.jpg","name":"A户型：","layout":"4室2厅2卫","area":"约123.00平米"},{"img":"http://c.pic1.ajkimg.com/display/xinfang/2089b73838b16c3b7a231799b88ac7ba/240x180n.jpg","name":"B户型：","layout":"3室2厅1卫","area":"约89.00平米"}]	水榭兰亭
anjuke	[]	景瑞城中公园
anjuke	[]	尚都里
anjuke	[]	泰和名都
anjuke	[{"img":"http://d.pic1.ajkimg.com/display/xinfang/3e2653c1b6666380d382a60f0a68cc74/240x180n.jpg","name":"S4：","layout":"别墅","area":"约240.00平米"},{"img":"http://b.pic1.ajkimg.com/display/xinfang/e51c4cc0ee53997243bd9e5e8664ff16/240x180n.jpg","name":"S2：","layout":"别墅","area":"约240.00平米"},{"img":"http://a.pic1.ajkimg.com/display/xinfang/0dd637ac19ecadd303366f9f82f0d41f/240x180n.jpg","name":"S1：","layout":"别墅","area":"约250.00平米"},{"img":"http://b.pic1.ajkimg.com/display/xinfang/ab5bb3501c5669b6205f67a95be85bc3/240x180n.jpg","name":"N4：","layout":"别墅","area":"约250.00平米"},{"img":"http://b.pic1.ajkimg.com/display/xinfang/e67a985d06fa84dc3dd578ed175e0c3a/240x180n.jpg","name":"N3：","layout":"别墅","area":"约240.00平米"},{"img":"http://b.pic1.ajkimg.com/display/xinfang/5a27236f434c6bb5c97adee4eb9cffba/240x180n.jpg","name":"N2：","layout":"别墅","area":"约250.00平米"},{"img":"http://d.pic1.ajkimg.com/display/xinfang/7b3e0ca1aa5388384a0e811701ee5217/240x180n.jpg","name":"N1：","layout":"别墅","area":"约240.00平米"},{"img":"http://d.pic1.ajkimg.com/display/xinfang/ca658d668f3126219f685733f08c3e42/240x180n.jpg","name":"S3：","layout":"别墅","area":"约250.00平米"}]	清风别墅二期
anjuke	[{"img":"http://b.pic1.ajkimg.com/display/xinfang/a0991437669e56e18ba65de2d1d8185c/240x180n.jpg","name":"A户型：","layout":"3室2厅2卫","area":"约126.00平米"},{"img":"http://c.pic1.ajkimg.com/display/xinfang/6796f503f92e1d92668ba3b1976681c3/240x180n.jpg","name":"D户型：","layout":"3室2厅2卫","area":"约139.00平米"},{"img":"http://c.pic1.ajkimg.com/display/xinfang/63dbe940561cb60133a164bcf563aa41/240x180n.jpg","name":"B户型：","layout":"3室2厅2卫","area":"约112.00平米"},{"img":"http://a.pic1.ajkimg.com/display/xinfang/8ec759d4cd451cf3beec518ef2538f30/240x180n.jpg","name":"C户型：","layout":"2室2厅1卫","area":"约92.00平米"}]	上实海上纳缇
anjuke	[{"img":"http://b.pic1.ajkimg.com/display/xinfang/ee8da27296962998deacb43068b565fb/240x180n.jpg","name":"126平米户：","layout":"3室2厅3卫","area":"约126.00平米"},{"img":"http://d.pic1.ajkimg.com/display/xinfang/72f60430716f2912f7212921680decad/240x180n.jpg","name":"131平米户：","layout":"3室2厅2卫","area":"约131.00平米"}]	毕加索花园小镇
anjuke	[{"img":"http://b.pic1.ajkimg.com/display/xinfang/e8080cb6845e231b28007e4765e7ee76/240x180n.jpg","name":"B户型：","layout":"2室2厅1卫","area":"约90.85平米"},{"img":"http://c.pic1.ajkimg.com/display/xinfang/6488c548c22d9f4e33b18928d1387f2e/240x180n.jpg","name":"A户型：","layout":"2室2厅1卫","area":"约83.31平米"}]	英伦都市
anjuke	[]	五福商业广场
anjuke	[]	山鑫城市广场
anjuke	[]	东方华璟园
anjuke	[{"img":"http://d.pic1.ajkimg.com/display/xinfang/75b9a10ab975be81c7bc92178dc7e9f6/240x180n.jpg","name":"D2D4户型：","layout":"3室2厅2卫","area":"约133.58平米"},{"img":"http://c.pic1.ajkimg.com/display/xinfang/62b8d8bfbc4e40c8ff0f6690aac0118e/240x180n.jpg","name":"B1户型：","layout":"2室2厅1卫","area":"约87.58平米"},{"img":"http://b.pic1.ajkimg.com/display/xinfang/ebb44147fdba753382c99b37f849fc91/240x180n.jpg","name":"A1-2户型：","layout":"2室2厅1卫","area":"约83.96平米"},{"img":"http://d.pic1.ajkimg.com/display/xinfang/39116999e70745a54c0473a7ac6f38de/240x180n.jpg","name":"A1-1户型：","layout":"2室2厅1卫","area":"约84.00平米"},{"img":"http://a.pic1.ajkimg.com/display/xinfang/45dd476ab08e56d69cfbd352602033d8/240x180n.jpg","name":"D1户型：","layout":"3室2厅1卫","area":"约122.00平米"},{"img":"http://d.pic1.ajkimg.com/display/xinfang/c81fe9278cbacd1632c3f76f500d0218/240x180n.jpg","name":"C2户型：","layout":"3室2厅1卫","area":"约112.89平米"},{"img":"http://a.pic1.ajkimg.com/display/xinfang/40c04e2343aeeb1f8fc217571e396d92/240x180n.jpg","name":"C1-1户型：","layout":"3室2厅1卫","area":"约114.58平米"},{"img":"http://d.pic1.ajkimg.com/display/xinfang/7f0f9372b5bfed67a91b73517e3244b6/240x180n.jpg","name":"C1户型：","layout":"2室2厅1卫","area":"约114.71平米"}]	盛世御珑湾
anjuke	[{"img":"http://b.pic1.ajkimg.com/display/xinfang/5d9e461d59cd8594b667e3795c51bfbe/240x180n.jpg","name":"L户型：","layout":"3室2厅2卫","area":"约132.00平米"},{"img":"http://c.pic1.ajkimg.com/display/xinfang/f04faa3480966b8934354d03f6717b4b/240x180n.jpg","name":"J户型：","layout":"3室2厅2卫","area":"约162.00平米"},{"img":"http://d.pic1.ajkimg.com/display/xinfang/3a75c3cdbaa394885148ef39ee88ebd5/240x180n.jpg","name":"L户型复式：","layout":"4室3厅3卫","area":"约238.00平米"},{"img":"http://d.pic1.ajkimg.com/display/xinfang/ccc40ef2822e1c14b60e5e6b8b485282/240x180n.jpg","name":"J户型复式：","layout":"3室3厅3卫","area":"约254.00平米"},{"img":"http://c.pic1.ajkimg.com/display/xinfang/2210c33efc2d52b29bdde1cd8f3ae248/240x180n.jpg","name":"M户型：","layout":"1室2厅2卫","area":"约88.00平米"},{"img":"http://b.pic1.ajkimg.com/display/xinfang/57a8568a3e069a311c87059b7dd19a98/240x180n.jpg","name":"J1户型：","layout":"3室2厅2卫","area":"约162.00平米"},{"img":"http://b.pic1.ajkimg.com/display/xinfang/a646eb0766c40d2d10475b3c613e76a1/240x180n.jpg","name":"P户型：","layout":"2室1厅1卫","area":"约90.00平米"},{"img":"http://d.pic1.ajkimg.com/display/xinfang/c98ad5a4175c97b327e37bb3dbeab53d/240x180n.jpg","name":"N户型：","layout":"2室1厅1卫","area":"约95.00平米"}]	苏河融景
anjuke	[{"img":"http://a.pic1.ajkimg.com/display/xinfang/db5b622859f838abd98c952969b8231c/240x180n.jpg","name":"T3-A座11-：","layout":"3室2厅2卫","area":"约135.00平米"},{"img":"http://b.pic1.ajkimg.com/display/xinfang/56838dbb254f6723d86ea7ffb130d35d/240x180n.jpg","name":"T3-A座11-：","layout":"3室2厅3卫","area":"约240.00平米"},{"img":"http://c.pic1.ajkimg.com/display/xinfang/2ca09f40fef41698b28c714755918f1b/240x180n.jpg","name":"B户型：","layout":"2室2厅2卫","area":"约119.00平米"},{"img":"http://b.pic1.ajkimg.com/display/xinfang/10127a02523a826283511f3cec0b8c94/240x180n.jpg","name":"A户型：","layout":"2室2厅2卫","area":"约110.00平米"}]	八埭头滨江园
anjuke	[{"img":"http://d.pic1.ajkimg.com/display/xinfang/350a6ac81767b6f310d6938b3480d3db/240x180n.jpg","name":"B2：","layout":"2室2厅1卫","area":"约91.62平米"},{"img":"http://b.pic1.ajkimg.com/display/xinfang/5fda231469f787efbc95d2c1a4f97afd/240x180n.jpg","name":"B1：","layout":"4室2厅2卫","area":"约103.51平米"}]	轩和苑
anjuke	[]	华侨城苏河湾商铺
anjuke	[]	东方环球企业中心
anjuke	[]	上海静安花园地块
anjuke	[]	绿地中央广场
anjuke	[]	蒙特利城
anjuke	[{"img":"http://c.pic1.ajkimg.com/display/xinfang/fbdee672322d717320481171a45570a8/240x180n.jpg","name":"t132f01户：","layout":"3室2厅3卫","area":"约238.00平米"},{"img":"http://c.pic1.ajkimg.com/display/xinfang/f965fc0514f40aa5d188f4e4f4b6f855/240x180n.jpg","name":"t232f01户：","layout":"3室2厅3卫","area":"约238.00平米"},{"img":"http://b.pic1.ajkimg.com/display/xinfang/55171a390f668f5123ebc78cb91939a3/240x180n.jpg","name":"t232f02户：","layout":"2室2厅2卫","area":"约139.00平米"},{"img":"http://a.pic1.ajkimg.com/display/xinfang/0041579fc99dac1dc2735f36a366fe59/240x180n.jpg","name":"t232f03户：","layout":"2室2厅2卫","area":"约182.00平米"},{"img":"http://b.pic1.ajkimg.com/display/xinfang/9eb4b7cedd9472586f001e1a69d9b289/240x180n.jpg","name":"t902户型：","layout":"1室2厅1卫","area":"约90.00平米"},{"img":"http://c.pic1.ajkimg.com/display/xinfang/6c0fc401f489fd9f60d8e613a51ab021/240x180n.jpg","name":"t903户型：","layout":"2室2厅2卫","area":"约127.00平米"},{"img":"http://b.pic1.ajkimg.com/display/xinfang/9c247336b5428b6cb9df8181e2e1cb30/240x180n.jpg","name":"t904户型：","layout":"2室2厅2卫","area":"约133.00平米"},{"img":"http://b.pic1.ajkimg.com/display/xinfang/ea33ff684d69213c4e2acafa61372ddc/240x180n.jpg","name":"t1001户型：","layout":"2室2厅2卫","area":"约131.00平米"}]	翠湖天地嘉苑
anjuke	[{"img":"http://a.pic1.ajkimg.com/display/xinfang/4d44ae350de0c25e19e4cd407ead45ed/240x180n.jpg","name":"G户型：","layout":"商住","area":"约81.00平米"},{"img":"http://b.pic1.ajkimg.com/display/xinfang/525865f8c4eb5703f9c936f47b836f4b/240x180n.jpg","name":"F户型：","layout":"商住","area":"约83.00平米"},{"img":"http://a.pic1.ajkimg.com/display/xinfang/4ac6e4bc4f7a160fdffbd95dc614e75b/240x180n.jpg","name":"E户型：","layout":"商住","area":"约110.58平米"},{"img":"http://b.pic1.ajkimg.com/display/xinfang/eb0f2692570d74f4d142cccbb613a36b/240x180n.jpg","name":"D户型：","layout":"商住","area":"约91.75平米"},{"img":"http://b.pic1.ajkimg.com/display/xinfang/1b29af6d9aa467002e3641812152ea32/240x180n.jpg","name":"C户型：","layout":"商住","area":"约50.00平米"},{"img":"http://a.pic1.ajkimg.com/display/xinfang/00f8df4cb9119591caeb9c51ccd70a7b/240x180n.jpg","name":"B户型：","layout":"商住","area":"约55.00平米"},{"img":"http://a.pic1.ajkimg.com/display/xinfang/8ed0bb3822c36bf00f35a8e9ca5eac0c/240x180n.jpg","name":"A户型：","layout":"商住","area":"约61.00平米"}]	东方蓝海国际广场
anjuke	[{"img":"http://b.pic1.ajkimg.com/display/xinfang/1732bc9d87d793a1f834b489af91e6a4/240x180n.jpg","name":"F户型：","layout":"3室2厅1卫","area":"约123.00平米"},{"img":"http://c.pic1.ajkimg.com/display/xinfang/f6be148adccad90aac00bccdba9193d8/240x180n.jpg","name":"E户型：","layout":"2室2厅1卫","area":"约100.00平米"},{"img":"http://b.pic1.ajkimg.com/display/xinfang/9adee1fab1aa6dfe5a2bdb0862f13dca/240x180n.jpg","name":"D户型：","layout":"2室2厅1卫","area":"约106.00平米"},{"img":"http://a.pic1.ajkimg.com/display/xinfang/0758d52c11705dc626907fd95ca14f41/240x180n.jpg","name":"C户型：","layout":"3室2厅2卫","area":"约136.00平米"},{"img":"http://a.pic1.ajkimg.com/display/xinfang/8ad3ea4f9469a815b18332867894207f/240x180n.jpg","name":"B2户型：","layout":"2室2厅1卫","area":"约106.00平米"},{"img":"http://a.pic1.ajkimg.com/display/xinfang/d950c31199d6686a430ae46fe775e06c/240x180n.jpg","name":"A户型：","layout":"2室2厅1卫","area":"约105.00平米"}]	宝地东九号
anjuke	[{"img":"http://b.pic1.ajkimg.com/display/xinfang/139edf1eaa998944b05c4c2f62d29ad1/240x180n.jpg","name":"大联排：","layout":"别墅","area":"约330.00平米"},{"img":"http://a.pic1.ajkimg.com/display/xinfang/8f134d47d6929cfecefefda50e64cfcb/240x180n.jpg","name":"小联排：","layout":"别墅","area":"约218.00平米"},{"img":"http://b.pic1.ajkimg.com/display/xinfang/192bfffd041a3af2e044448817812080/240x180n.jpg","name":"中叠户型：","layout":"别墅","area":"约233.99平米"},{"img":"http://c.pic1.ajkimg.com/display/xinfang/b01d57b91d9b95dd587ed8d91f1cf474/240x180n.jpg","name":"上叠户型：","layout":"别墅","area":"约233.69平米"},{"img":"http://c.pic1.ajkimg.com/display/xinfang/b38c6aa00e0e6dc4bde941a9ac265c90/240x180n.jpg","name":"下叠户型：","layout":"别墅","area":"约224.95平米"},{"img":"http://c.pic1.ajkimg.com/display/xinfang/fa76f8aed191b5e6d531ad01a6d8e864/240x180n.jpg","name":"联排别墅：","layout":"别墅","area":"约325.00平米"}]	银亿领墅
anjuke	[{"img":"http://a.pic1.ajkimg.com/display/xinfang/4bd60bf2ee5785af6814afcb68352878/240x180n.jpg","name":"E户型：","layout":"4室2厅3卫","area":"约218.69平米"},{"img":"http://b.pic1.ajkimg.com/display/xinfang/a5198376f85c29b18506d3f1d860fd11/240x180n.jpg","name":"D户型：","layout":"4室2厅3卫","area":"约223.09平米"},{"img":"http://a.pic1.ajkimg.com/display/xinfang/45bf4b603c0c14364a61631b3e3d036d/240x180n.jpg","name":"天·御：","layout":"4室2厅2卫","area":"约293.00平米"},{"img":"http://a.pic1.ajkimg.com/display/xinfang/00732cbba40897e6ff333597451191e9/240x180n.jpg","name":"天·萃：","layout":"4室2厅3卫","area":"约212.00平米"},{"img":"http://d.pic1.ajkimg.com/display/xinfang/72468e63f4963269d0917c12f81b4f0c/240x180n.jpg","name":"天·澜：","layout":"3室2厅2卫","area":"约168.00平米"}]	融创滨江壹号院
anjuke	[{"img":"http://b.pic1.ajkimg.com/display/xinfang/9590ceeedc266f961da54233a94c4e96/240x180n.jpg","name":"D户型：","layout":"3室2厅2卫","area":"约138.00平米"},{"img":"http://a.pic1.ajkimg.com/display/xinfang/d43a4cabea268d4d11cec2cbb7fabed5/240x180n.jpg","name":"C户型：","layout":"3室2厅2卫","area":"约110.00平米"},{"img":"http://d.pic1.ajkimg.com/display/xinfang/c490830f64a4429048f15c9623c0a49d/240x180n.jpg","name":"B户型：","layout":"3室2厅2卫","area":"约130.00平米"},{"img":"http://c.pic1.ajkimg.com/display/xinfang/bb8777f5415ffae5d00e67500f18c24d/240x180n.jpg","name":"A户型：","layout":"3室2厅2卫","area":"约144.30平米"}]	永业公寓
anjuke	[{"img":"http://b.pic1.ajkimg.com/display/xinfang/9a74f963fedb2e5d4b1bd2447abf5aaf/240x180n.jpg","name":"联排别墅边：","layout":"别墅","area":"约280.00平米"},{"img":"http://c.pic1.ajkimg.com/display/xinfang/6ec5cb787b30624ad2cf6a0d57409770/240x180n.jpg","name":"B户型：","layout":"3室2厅2卫","area":"约238.00平米"},{"img":"http://a.pic1.ajkimg.com/display/xinfang/459ee0b0816b9d73d4fea7183108ac2c/240x180n.jpg","name":"A户型：","layout":"别墅","area":"约243.00平米"}]	旭辉江湾墅
anjuke	[{"img":"http://c.pic1.ajkimg.com/display/xinfang/f1881092d7954989f91ceb5c463d5e43/240x180n.jpg","name":"C户型：","layout":"3室2厅1卫","area":"约105.00平米"},{"img":"http://a.pic1.ajkimg.com/display/xinfang/8a38dbbabaac1c8aa61b2a6ca7c1589a/240x180n.jpg","name":"B户型：","layout":"3室2厅2卫","area":"约115.00平米"},{"img":"http://c.pic1.ajkimg.com/display/xinfang/f33a81d304210ad03b9939f6a18bef0d/240x180n.jpg","name":"A户型：","layout":"4室2厅2卫","area":"约153.00平米"}]	建发公园首府
anjuke	[]	御华庭
anjuke	[{"img":"http://c.pic1.ajkimg.com/display/xinfang/f3a71f5b1bb5ec280c6b6c8c865ccd8a/240x180n.jpg","name":"230㎡户型：","layout":"5室2厅3卫","area":"约230.00平米"},{"img":"http://a.pic1.ajkimg.com/display/xinfang/45a3d72173762fb2e61f692999092622/240x180n.jpg","name":"D户型：","layout":"2室2厅1卫","area":"约87.77平米"},{"img":"http://c.pic1.ajkimg.com/display/xinfang/2f2265507110e166886f1e027e235b13/240x180n.jpg","name":"C1户型：","layout":"4室2厅2卫","area":"约167.83平米"},{"img":"http://a.pic1.ajkimg.com/display/xinfang/d72a462a702d7ad8df7e2b5d475d634e/240x180n.jpg","name":"B1户型：","layout":"2室2厅1卫","area":"约90.31平米"},{"img":"http://b.pic1.ajkimg.com/display/xinfang/e4e2d1a0e18e451a4b0d3820cf6f61df/240x180n.jpg","name":"A1户型：","layout":"3室2厅2卫","area":"约150.32平米"},{"img":"http://a.pic1.ajkimg.com/display/xinfang/043e7d60ffd733e0be71f75df7c19a45/240x180n.jpg","name":"E户型：","layout":"3室2厅2卫","area":"约131.76平米"},{"img":"http://d.pic1.ajkimg.com/display/xinfang/cd911f54eb51eef816eaeef98f47603d/240x180n.jpg","name":"C2户型：","layout":"4室2厅2卫","area":"约163.09平米"},{"img":"http://d.pic1.ajkimg.com/display/xinfang/cf49ea81c35d1f9d6133c0ca6aba1ff2/240x180n.jpg","name":"A2户型：","layout":"3室3厅2卫","area":"约149.11平米"}]	西康路989
anjuke	[{"img":"http://c.pic1.ajkimg.com/display/xinfang/6bd10319533c425a07174c9857541952/240x180n.jpg","name":"A户型：","layout":"3室2厅2卫","area":"约200.00平米"},{"img":"http://c.pic1.ajkimg.com/display/xinfang/29039244a3400e01413fdc6ad72f6497/240x180n.jpg","name":"C2户型：","layout":"3室2厅2卫","area":"约139.12平米"},{"img":"http://b.pic1.ajkimg.com/display/xinfang/1ba48df2727cbd852255f9c69d9f7e72/240x180n.jpg","name":"C3户型：","layout":"3室2厅2卫","area":"约143.13平米"}]	协合紫薇园
anjuke	[{"img":"http://d.pic1.ajkimg.com/display/xinfang/3bda50911edf612311e2783f2f09cf7a/240x180n.jpg","name":"10-03：","layout":"2室2厅2卫","area":"约99.53平米"},{"img":"http://d.pic1.ajkimg.com/display/xinfang/3bda50911edf612311e2783f2f09cf7a/240x180n.jpg","name":"10-02：","layout":"2室2厅1卫","area":"约94.89平米"}]	逸庭别墅
anjuke	[{"img":"http://b.pic1.ajkimg.com/display/xinfang/1c1a5811dd3ca9ae2f540f9472726bdf/240x180n.jpg","name":"层户型：","layout":"商住","area":"约1500.00平米"}]	绿地中心二期
anjuke	[{"img":"http://b.pic1.ajkimg.com/display/xinfang/ef455a8f9aad0616824ca2d7464ae705/240x180n.jpg","name":"G户型：","layout":"别墅","area":"约365.00平米"}]	中海紫御别墅
anjuke	[{"img":"http://d.pic1.ajkimg.com/display/xinfang/3dee62b5d2af9ae5da6381d37b2c351b/240x180n.jpg","name":"D：","layout":"3室2厅2卫","area":"约137.00平米"}]	万里雅筑
anjuke	[]	高尚领域行政公馆二期
anjuke	[]	长城大厦
anjuke	[]	永新晶苑
anjuke	[{"img":"http://a.pic1.ajkimg.com/display/xinfang/84e1f9edae135c45a8d62d4651f2f66b/240x180n.jpg","name":"A户型：","layout":"2室2厅2卫","area":"约128.00平米"},{"img":"http://d.pic1.ajkimg.com/display/xinfang/c691981538c150af69049c7299a839e2/240x180n.jpg","name":"F户型：","layout":"1室1厅1卫","area":"约74.00平米"},{"img":"http://a.pic1.ajkimg.com/display/xinfang/8499d643355a488263890c5522c8439c/240x180n.jpg","name":"E户型：","layout":"2室1厅1卫","area":"约88.00平米"},{"img":"http://c.pic1.ajkimg.com/display/xinfang/b639379cc2dbf0b823fe046971e62e00/240x180n.jpg","name":"C户型：","layout":"3室2厅2卫","area":"约139.00平米"},{"img":"http://b.pic1.ajkimg.com/display/xinfang/ebd8553b757cfc3d35795635a25ac492/240x180n.jpg","name":"B户型：","layout":"2室2厅1卫","area":"约89.00平米"}]	天山星城
anjuke	[{"img":"http://c.pic1.ajkimg.com/display/xinfang/ff33b02a00ca0811dc1015a9576da9b8/240x180n.jpg","name":"01户型：","layout":"2室1厅1卫","area":"约132.00平米"},{"img":"http://b.pic1.ajkimg.com/display/xinfang/ab0be90294d7cc72a41eca55a67fc638/240x180n.jpg","name":"A-D户型：","layout":"1室0厅1卫","area":"约50.31平米"},{"img":"http://c.pic1.ajkimg.com/display/xinfang/61b6435c5848a30e695e234ddb58af2e/240x180n.jpg","name":"B户型：","layout":"1室0厅1卫","area":"约73.73平米"},{"img":"http://b.pic1.ajkimg.com/display/xinfang/13cedf1a42f4f3bbd1a09f364bceb41b/240x180n.jpg","name":"A-B户型：","layout":"1室0厅1卫","area":"约46.91平米"}]	紫金公馆
anjuke	[{"img":"http://c.pic1.ajkimg.com/display/xinfang/6283b26ce5b33e9bb183c13f96c359ff/240x180n.jpg","name":"2户型：","layout":"1室0厅1卫","area":"约37.59平米"},{"img":"http://b.pic1.ajkimg.com/display/xinfang/a3dfb90e565b367623b34c4380fd8f93/240x180n.jpg","name":"4户型：","layout":"1室0厅1卫","area":"约42.34平米"},{"img":"http://a.pic1.ajkimg.com/display/xinfang/49634a867d9ef03741d923fcd7536cf6/240x180n.jpg","name":"3户型：","layout":"1室1厅1卫","area":"约78.02平米"},{"img":"http://d.pic1.ajkimg.com/display/xinfang/c309a6b2b4b15d454b846f4549603a77/240x180n.jpg","name":"1户型：","layout":"1室0厅1卫","area":"约39.07平米"}]	鸿旭豪苑
anjuke	[{"img":"http://d.pic1.ajkimg.com/display/xinfang/cdf7c103b40980a48ba2b62518ab7542/240x180n.jpg","name":"A户型：","layout":"2室1厅2卫","area":"约123.00平米"},{"img":"http://b.pic1.ajkimg.com/display/xinfang/a95d3a5737b42526cb80de07e83247b6/240x180n.jpg","name":"C户型：","layout":"3室1厅2卫","area":"约158.00平米"},{"img":"http://b.pic1.ajkimg.com/display/xinfang/e3b918fd456bda6aa6c45554efb477fe/240x180n.jpg","name":"B户型：","layout":"3室1厅2卫","area":"约150.00平米"}]	徐汇玺庭
anjuke	[{"img":"http://a.pic1.ajkimg.com/display/xinfang/406e913f9db358c8dc62f90808088adb/240x180n.jpg","name":"A户型：","layout":"2室1厅2卫","area":"约80.00平米"},{"img":"http://c.pic1.ajkimg.com/display/xinfang/f466cc03acb7f670cda76b7372990f15/240x180n.jpg","name":"B户型：","layout":"2室1厅2卫","area":"约90.00平米"}]	半岛托斯卡纳
anjuke	[]	崇明·三湘森林海尚
anjuke	[{"img":"http://b.pic1.ajkimg.com/display/xinfang/a8a50b285370008cba65071decc40172/240x180n.jpg","name":"曼哈顿宽寓：","layout":"3室2厅2卫","area":"约160.00平米"},{"img":"http://d.pic1.ajkimg.com/display/xinfang/3ee6671bd5871d16adffe4c3c195778d/240x180n.jpg","name":"华尔街观邸：","layout":"3室2厅3卫","area":"约167.00平米"},{"img":"http://c.pic1.ajkimg.com/display/xinfang/6a269a957b1c439be93128bc1a6210bd/240x180n.jpg","name":"悉尼尚层：","layout":"3室2厅2卫","area":"约160.00平米"},{"img":"http://a.pic1.ajkimg.com/display/xinfang/47d550e73a7b35b0b4fd50a3f2e071e3/240x180n.jpg","name":"长岛宽庭：","layout":"2室2厅2卫","area":"约137.00平米"},{"img":"http://c.pic1.ajkimg.com/display/xinfang/2f349eab55a7cd480dfed257b3e4794d/240x180n.jpg","name":"东方银座：","layout":"3室2厅2卫","area":"约154.00平米"},{"img":"http://b.pic1.ajkimg.com/display/xinfang/1323edbc7e30942b89b04519f53484b2/240x180n.jpg","name":"海德公邸：","layout":"3室2厅2卫","area":"约165.00平米"},{"img":"http://d.pic1.ajkimg.com/display/xinfang/7e6d815eac01c93d6707e4b10e607ffc/240x180n.jpg","name":"B户型：","layout":"2室2厅2卫","area":"约136.00平米"}]	朗诗虹桥绿郡
anjuke	[{"img":"http://c.pic1.ajkimg.com/display/xinfang/f28fea5b158e47b9ee060b3fecf1e0d8/240x180n.jpg","name":"G2户型：","layout":"1室2厅1卫","area":"约88.00平米"},{"img":"http://d.pic1.ajkimg.com/display/xinfang/792dc19be8900a2c575b090fd1356118/240x180n.jpg","name":"H4户型：","layout":"3室2厅2卫","area":"约130.00平米"},{"img":"http://b.pic1.ajkimg.com/display/xinfang/175bdd1aa43df9f0bca051b00cb093e0/240x180n.jpg","name":"H2户型：","layout":"2室2厅1卫","area":"约86.00平米"},{"img":"http://c.pic1.ajkimg.com/display/xinfang/6a13402c93212ce26f969d2831424cbb/240x180n.jpg","name":"H1户型：","layout":"2室2厅1卫","area":"约87.00平米"},{"img":"http://b.pic1.ajkimg.com/display/xinfang/ed7be071201d374c8b3b6e092f705e87/240x180n.jpg","name":"E4户型：","layout":"3室2厅2卫","area":"约132.00平米"},{"img":"http://b.pic1.ajkimg.com/display/xinfang/54bc3b42b0a7d542727dc4602c28ddbc/240x180n.jpg","name":"E3户型：","layout":"3室2厅2卫","area":"约137.00平米"},{"img":"http://a.pic1.ajkimg.com/display/xinfang/d41ae5fc360e445592e616be002913e5/240x180n.jpg","name":"F1户型：","layout":"2室2厅1卫","area":"约89.00平米"},{"img":"http://c.pic1.ajkimg.com/display/xinfang/fe317de87f18f7860409b5ed510b2315/240x180n.jpg","name":"J1户型：","layout":"2室2厅1卫","area":"约89.00平米"}]	同润菲诗艾伦
anjuke	[{"img":"http://b.pic1.ajkimg.com/display/xinfang/933cc08f5a246c1430d6aa8e8b6fe838/240x180n.jpg","name":"4号01室户：","layout":"2室2厅1卫","area":"约97.38平米"},{"img":"http://c.pic1.ajkimg.com/display/xinfang/2fa29280b3ae18fb5f7d5e1b6be75277/240x180n.jpg","name":"4号02室：","layout":"2室2厅1卫","area":"约96.89平米"},{"img":"http://b.pic1.ajkimg.com/display/xinfang/55090bc872eb97b54071e0171e1b21ad/240x180n.jpg","name":"2房C户型：","layout":"2室2厅1卫","area":"约97.23平米"},{"img":"http://b.pic1.ajkimg.com/display/xinfang/18b15f1d091fb42bc8b7b670cbef95c8/240x180n.jpg","name":"2房B户型：","layout":"2室2厅1卫","area":"约96.89平米"},{"img":"http://d.pic1.ajkimg.com/display/xinfang/3fd5e752fbae9b7da25bdad8200e024a/240x180n.jpg","name":"2房户型：","layout":"2室2厅1卫","area":"约95.36平米"},{"img":"http://a.pic1.ajkimg.com/display/xinfang/4db7fecc0ff5ac4b89cceb08a6a69e56/240x180n.jpg","name":"1房D型：","layout":"1室2厅1卫","area":"约70.02平米"},{"img":"http://b.pic1.ajkimg.com/display/xinfang/acda020d2cd6d382b39c018a3218cda5/240x180n.jpg","name":"1房C型：","layout":"1室2厅1卫","area":"约64.57平米"},{"img":"http://b.pic1.ajkimg.com/display/xinfang/e971c2671f6de455b66800c8220795be/240x180n.jpg","name":"1房B型：","layout":"1室1厅1卫","area":"约57.82平米"}]	天际蓝桥
