_type	layouts	name
anjuke	[{"url":"http://a.pic1.ajkimg.com/display/xinfang/83a635a088edb1b47582b3c945ee219d/240x180n.jpg","name":"A：","layout":"2室2厅1卫","area":"约84.00平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/9319aa40bcf04f6b7eb63adbced06f36/240x180n.jpg","name":"B：","layout":"2室2厅1卫","area":"约89.00平米"},{"url":"http://a.pic1.ajkimg.com/display/xinfang/025def91344215fcc9919170b04576bd/240x180n.jpg","name":"A户型：","layout":"2室2厅1卫","area":"约90.00平米"}]	保利林语溪
anjuke	[{"url":"http://b.pic1.ajkimg.com/display/xinfang/198fc547ce72877a03cbd4ecb5ba4a65/240x180n.jpg","name":"A1户型：","layout":"2室2厅1卫","area":"约90.00平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/5b19abe8b1fe76c5cd4dc7d56bfdfab4/240x180n.jpg","name":"B1户型：","layout":"2室2厅1卫","area":"约90.00平米"}]	毕加索小镇
anjuke	[{"url":"http://b.pic1.ajkimg.com/display/xinfang/93ae39b4e4b7a956844823d295999bad/240x180n.jpg","name":"B：","layout":"2室2厅1卫","area":"约69.00平米"},{"url":"http://d.pic1.ajkimg.com/display/xinfang/7e90139749d8e6ada55ab8285eb33971/240x180n.jpg","name":"a：","layout":"2室2厅1卫","area":"约87.00平米"}]	书院1号公寓
anjuke	[]	绿地东岸涟城蓝海庭
anjuke	[]	澳丰御府
anjuke	[{"url":"http://c.pic1.ajkimg.com/display/xinfang/6594e84344925ebddaa3cda274b80923/240x180n.jpg","name":"顶层复式户：","layout":"4室3厅3卫","area":"约276.00平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/1ab8ae90646579c80c50fe50984c913f/240x180n.jpg","name":"A1户型：","layout":"4室3厅3卫","area":"约246.00平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/9aaa0159dbcffc3d5a7716473c923465/240x180n.jpg","name":"6A/8A户型：","layout":"3室2厅2卫","area":"约156.00平米"},{"url":"http://c.pic1.ajkimg.com/display/xinfang/f8f1ee0377eaf2ab9f3580462dc04f3a/240x180n.jpg","name":"3C户型：","layout":"2室2厅2卫","area":"约126.00平米"},{"url":"http://d.pic1.ajkimg.com/display/xinfang/c2f022e1b7029e8a46afae9bced61f0f/240x180n.jpg","name":"3B户型：","layout":"3室2厅2卫","area":"约152.00平米"},{"url":"http://d.pic1.ajkimg.com/display/xinfang/cd59fbde6917275a0ece4ea44179beb1/240x180n.jpg","name":"3A户型：","layout":"3室2厅2卫","area":"约156.00平米"},{"url":"http://d.pic1.ajkimg.com/display/xinfang/7d06f724efa9395f3d433e38b16c9a65/240x180n.jpg","name":"2B户型：","layout":"3室2厅2卫","area":"约165.00平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/11ff61c0979956ba4992a82e58a510f2/240x180n.jpg","name":"2A户型：","layout":"3室2厅2卫","area":"约169.00平米"}]	四季雅苑
anjuke	[{"url":"http://b.pic1.ajkimg.com/display/xinfang/a98b8e6b2423a37291288643faa1fc5f/240x180n.jpg","name":"B户型：","layout":"3室2厅2卫","area":"约128.00平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/9e36237e3f208e8890357254136ab942/240x180n.jpg","name":"D1户型：","layout":"3室2厅1卫","area":"约89.04平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/12f5ba91e161c6806b45810a93381a99/240x180n.jpg","name":"C1户型：","layout":"2室2厅1卫","area":"约84.92平米"},{"url":"http://a.pic1.ajkimg.com/display/xinfang/4ac3ad9613f63da2c8d65b26c3b23afe/240x180n.jpg","name":"E1户型：","layout":"2室2厅1卫","area":"约91.00平米"},{"url":"http://c.pic1.ajkimg.com/display/xinfang/2f586a6f9d9a02955584c4a71785c38a/240x180n.jpg","name":"A户型：","layout":"2室2厅1卫","area":"约79.00平米"}]	象屿名城
anjuke	[{"url":"http://a.pic1.ajkimg.com/display/xinfang/432f58d07f8edf90b19cb24651485c9f/240x180n.jpg","name":"A2户型：","layout":"3室2厅1卫","area":"约114.00平米"},{"url":"http://a.pic1.ajkimg.com/display/xinfang/0baba62ebfa57707a94b96b8ff0b2a02/240x180n.jpg","name":"A1户型：","layout":"3室2厅2卫","area":"约132.00平米"},{"url":"http://c.pic1.ajkimg.com/display/xinfang/270988d0021ca92551baf09ee5a7c46e/240x180n.jpg","name":"B1户型：","layout":"2室1厅1卫","area":"约92.00平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/114bf571d50599c362b6106aa8fa4b61/240x180n.jpg","name":"C1户型：","layout":"1室1厅1卫","area":"约65.00平米"}]	惠南一方新城
anjuke	[{"url":"http://a.pic1.ajkimg.com/display/xinfang/85ac0e78412dd9b9a50d9e7e88051f95/240x180n.jpg","name":"1层商铺：","layout":"9室0厅0卫","area":"约2458.00平米"},{"url":"http://d.pic1.ajkimg.com/display/xinfang/72a8676beef56f545bdc9bedc09e6673/240x180n.jpg","name":"5层：","layout":"2室2厅1卫","area":"约2546.00平米"},{"url":"http://d.pic1.ajkimg.com/display/xinfang/ce6aabef5c1b4a960975ba3c9bc9686e/240x180n.jpg","name":"4层6层：","layout":"9室0厅0卫","area":"约2546.00平米"},{"url":"http://a.pic1.ajkimg.com/display/xinfang/d22c7cb732df54b32d21c897663f595a/240x180n.jpg","name":"地下1层：","layout":"9室1厅1卫","area":"约2592.00平米"}]	古树园商务
anjuke	[{"url":"http://c.pic1.ajkimg.com/display/xinfang/6a73ffb8252e80303b938c3c18a05953/240x180n.jpg","name":"B户型：","layout":"2室2厅1卫","area":"约88.00平米"},{"url":"http://d.pic1.ajkimg.com/display/xinfang/c2cc7fa9d0e90409006fabf469e6911b/240x180n.jpg","name":"A1户型：","layout":"3室2厅1卫","area":"约127.50平米"},{"url":"http://a.pic1.ajkimg.com/display/xinfang/4ded7ffb004300688fa8b37f416f2c99/240x180n.jpg","name":"A户型：","layout":"3室2厅2卫","area":"约139.00平米"}]	逸亭佳苑
anjuke	[{"url":"http://b.pic1.ajkimg.com/display/xinfang/e3d08fe7cfe9d4530098bd4b6ad32d5b/240x180n.jpg","name":"B户型：","layout":"1室1厅1卫","area":"约45.00平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/e0af28ddf484b30bfd5deae7e04c927b/240x180n.jpg","name":"A户型：","layout":"1室1厅1卫","area":"约43.00平米"}]	万富汇
anjuke	[{"url":"http://d.pic1.ajkimg.com/display/xinfang/7756cd3abe6a35ca169ba3610eead1d7/240x180n.jpg","name":"A1户型：","layout":"3室2厅1卫","area":"约84.00平米"}]	悦海国际
anjuke	[]	世茂佘山庄园
anjuke	[]	爱盛家园
anjuke	[{"url":"http://d.pic1.ajkimg.com/display/xinfang/cbf676beaae19ec336bb89f4fa0a8c6d/240x180n.jpg","name":"J户型：","layout":"别墅","area":"约260.68平米"},{"url":"http://d.pic1.ajkimg.com/display/xinfang/7b5742b1c9f4b548faa4b21daaf9f362/240x180n.jpg","name":"H户型：","layout":"3室1厅2卫","area":"约129.00平米"},{"url":"http://d.pic1.ajkimg.com/display/xinfang/7caef0a02b0a7a43800fe366ca7eebfe/240x180n.jpg","name":"G户型：","layout":"2室1厅1卫","area":"约87.00平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/55924ed48a4a28a87fbfca99c7f139c4/240x180n.jpg","name":"F户型：","layout":"2室2厅1卫","area":"约92.00平米"},{"url":"http://a.pic1.ajkimg.com/display/xinfang/d360ed43666d455ada9d95f4bbb98529/240x180n.jpg","name":"E户型：","layout":"2室1厅1卫","area":"约95.00平米"},{"url":"http://d.pic1.ajkimg.com/display/xinfang/3550d7268bc1202854f449f268b35d30/240x180n.jpg","name":"A户型：","layout":"2室2厅1卫","area":"约100.03平米"},{"url":"http://d.pic1.ajkimg.com/display/xinfang/c04e15c39f74ed1ce87eee5d3e3f0396/240x180n.jpg","name":"B1户型：","layout":"2室1厅1卫","area":"约90.84平米"},{"url":"http://c.pic1.ajkimg.com/display/xinfang/f64409c3ce1991fce9f5b00b9d2a2266/240x180n.jpg","name":"B2户型：","layout":"2室2厅1卫","area":"约93.35平米"}]	海尚名都
anjuke	[{"url":"http://c.pic1.ajkimg.com/display/xinfang/f2df399b9dab9d92594125aa340f1dc2/240x180n.jpg","name":"A户型：","layout":"1室2厅1卫","area":"约68.70平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/eb5db501bcd36e41e852a5e979237b61/240x180n.jpg","name":"C1户型：","layout":"3室2厅2卫","area":"约126.35平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/ad7114216dca50c76a81107de62ecb24/240x180n.jpg","name":"B户型：","layout":"1室2厅1卫","area":"约80.20平米"},{"url":"http://c.pic1.ajkimg.com/display/xinfang/62f4710c1fb0f5e0d352cb7b08e6583a/240x180n.jpg","name":"B2户型：","layout":"2室2厅1卫","area":"约86.88平米"},{"url":"http://a.pic1.ajkimg.com/display/xinfang/46f25443fa904443d3c8383dcf007daa/240x180n.jpg","name":"B3户型：","layout":"2室2厅1卫","area":"约90.26平米"},{"url":"http://d.pic1.ajkimg.com/display/xinfang/305037666f96da6539d6085e627dc8b9/240x180n.jpg","name":"C1户型：","layout":"3室2厅2卫","area":"约120.66平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/9df084281964b348253ba809b92dcde1/240x180n.jpg","name":"H户型：","layout":"4室2厅2卫","area":"约158.56平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/a114a785547eeb19a0283666fee0b77b/240x180n.jpg","name":"C户型：","layout":"2室2厅1卫","area":"约94.10平米"}]	铂领HOUSE
anjuke	[{"url":"http://a.pic1.ajkimg.com/display/xinfang/834e87b41cb9f6d7e66cfbbee0b9205b/240x180n.jpg","name":"E户型：","layout":"3室2厅1卫","area":"约110.00平米"},{"url":"http://c.pic1.ajkimg.com/display/xinfang/280862db7ba1d2c88b1ab37c0f63ed4b/240x180n.jpg","name":"A户型：","layout":"1室1厅1卫","area":"约61.00平米"},{"url":"http://d.pic1.ajkimg.com/display/xinfang/ce45084c4f6644035b4672de9a46a0f7/240x180n.jpg","name":"C户型：","layout":"3室2厅1卫","area":"约98.00平米"},{"url":"http://d.pic1.ajkimg.com/display/xinfang/3f6901a45cf6c3b5da9a811ce3649aad/240x180n.jpg","name":"D户型：","layout":"3室2厅2卫","area":"约132.00平米"},{"url":"http://c.pic1.ajkimg.com/display/xinfang/6cba3b1fe4c940e7307b0fc2b35bc59d/240x180n.jpg","name":"B户型：","layout":"2室2厅1卫","area":"约97.00平米"}]	都市富苑
anjuke	[{"url":"http://b.pic1.ajkimg.com/display/xinfang/a355b7b39805d0e38eda2f017c574514/240x180n.jpg","name":"F户型：","layout":"2室2厅1卫","area":"约90.04平米"},{"url":"http://a.pic1.ajkimg.com/display/xinfang/d991756fcb8432fb5fce42c10cc12f61/240x180n.jpg","name":"C户型：","layout":"2室2厅1卫","area":"约102.15平米"},{"url":"http://d.pic1.ajkimg.com/display/xinfang/3ffbdb7c069d0d9128fb8c05c70c878c/240x180n.jpg","name":"B户型：","layout":"2室2厅1卫","area":"约97.98平米"},{"url":"http://d.pic1.ajkimg.com/display/xinfang/7a860974b2cdbb712535851e91682b63/240x180n.jpg","name":"A户型：","layout":"3室2厅2卫","area":"约145.00平米"}]	汇民轩
anjuke	[{"url":"http://d.pic1.ajkimg.com/display/xinfang/742f8127f97764b4152bbc2f0ed79c50/240x180n.jpg","name":"万科金色华：","layout":"3室2厅1卫","area":"约116.00平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/9d9aa3a6fec3d7302365ded9e0509cc0/240x180n.jpg","name":"万科金色华：","layout":"3室2厅1卫","area":"约112.00平米"},{"url":"http://a.pic1.ajkimg.com/display/xinfang/47d4c61d2885a0affa67eca954e9f738/240x180n.jpg","name":"loft50平米：","layout":"商住","area":"约48.00平米"}]	万科金色华亭
anjuke	[{"url":"http://b.pic1.ajkimg.com/display/xinfang/57b513d3a51c7fe4afedd157466fe459/240x180n.jpg","name":"B：","layout":"6室4厅4卫","area":"约510.00平米"},{"url":"http://d.pic1.ajkimg.com/display/xinfang/33c60bef25598106a559bb3f58158699/240x180n.jpg","name":"A：","layout":"5室3厅3卫","area":"约410.00平米"}]	和风GOLF别墅
anjuke	[{"url":"http://b.pic1.ajkimg.com/display/xinfang/a6961fe24df7ea9e498324be92d8a78a/240x180n.jpg","name":"B1：","layout":"1室1厅1卫","area":"约70.00平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/5d4d734d0acd1b45ee7af4d67b764ca8/240x180n.jpg","name":"A1：","layout":"1室1厅1卫","area":"约55.00平米"}]	佘山新天地休闲广场
anjuke	[{"url":"http://d.pic1.ajkimg.com/display/xinfang/3ba42c9f5238d90dff65b90dd2362f18/240x180n.jpg","name":"C户型：","layout":"3室2厅1卫","area":"约95.00平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/e35c33a820acedc93f150828cc73f096/240x180n.jpg","name":"A户型：","layout":"2室2厅1卫","area":"约84.00平米"}]	欧洲城
anjuke	[{"url":"http://a.pic1.ajkimg.com/display/xinfang/d1d465a081822f5d6ce8c5210d0885bf/240x180n.jpg","name":"柠檬小筑：","layout":"2室1厅1卫","area":"约76.00平米"}]	柠檬小筑
anjuke	[{"url":"http://d.pic1.ajkimg.com/display/xinfang/3e8104567b61d2ac5f58ec5fac934515/240x180n.jpg","name":"57复式：","layout":"2室1厅1卫","area":"约57.00平米"},{"url":"http://a.pic1.ajkimg.com/display/xinfang/4970cabaf0588f615ff999bc374a70a6/240x180n.jpg","name":"商铺：","layout":"商住","area":"约349.00平米"},{"url":"http://a.pic1.ajkimg.com/display/xinfang/d5d7bef5e7b304bf199b1766e0707040/240x180n.jpg","name":"绿钻复式：","layout":"3室2厅1卫","area":"约114.00平米"},{"url":"http://d.pic1.ajkimg.com/display/xinfang/3e8104567b61d2ac5f58ec5fac934515/240x180n.jpg","name":"红钻复式：","layout":"1室1厅2卫","area":"约96.00平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/90e1cd9df3122b7ca1f00c717cf711ce/240x180n.jpg","name":"蓝钻复式：","layout":"1室1厅1卫","area":"约74.00平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/5adc86a304ced9cfcffb1e7a014f9465/240x180n.jpg","name":"绿钻：","layout":"2室1厅1卫","area":"约62.99平米"},{"url":"http://a.pic1.ajkimg.com/display/xinfang/d0be93d2b63f2a22c8e965e8314558ff/240x180n.jpg","name":"金钻：","layout":"1室1厅1卫","area":"约46.00平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/afab89086438adfa31fd546e0a20efef/240x180n.jpg","name":"绿钻公寓：","layout":"2室1厅1卫","area":"约71.11平米"}]	美岸栖庭
anjuke	[{"url":"http://b.pic1.ajkimg.com/display/xinfang/9f740feae0d2d62018acb57b6a95cf42/240x180n.jpg","name":"C：","layout":"2室2厅1卫","area":"约92.00平米"},{"url":"http://d.pic1.ajkimg.com/display/xinfang/7e050e72554d3c613ee1251d45527032/240x180n.jpg","name":"G：","layout":"2室2厅1卫","area":"约92.00平米"},{"url":"http://a.pic1.ajkimg.com/display/xinfang/05b0c908afe402feca13b7110802a948/240x180n.jpg","name":"D：","layout":"1室1厅0卫","area":"约65.00平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/9a1d3e3e6bb98ce4a63d6b2c483bdd09/240x180n.jpg","name":"A户型：","layout":"2室2厅1卫","area":"约86.40平米"}]	阳光迪金阁
anjuke	[{"url":"http://b.pic1.ajkimg.com/display/xinfang/95a43016e428518ed994134ee9fad002/240x180n.jpg","name":"D户型：","layout":"1室2厅1卫","area":"约63.97平米"},{"url":"http://c.pic1.ajkimg.com/display/xinfang/2e50d5d92130c1d7493545ad7ff0aeac/240x180n.jpg","name":"C户型：","layout":"2室2厅1卫","area":"约101.80平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/e3dcef928e63683ebceeefd8654d32ee/240x180n.jpg","name":"B户型：","layout":"2室2厅1卫","area":"约112.37平米"}]	滨江御景
anjuke	[{"url":"http://d.pic1.ajkimg.com/display/xinfang/c9a6e1fca62368b89c320ba74f90ff37/240x180n.jpg","name":"B6：","layout":"2室2厅1卫","area":"约88.00平米"},{"url":"http://a.pic1.ajkimg.com/display/xinfang/0716e4c14075766cab63e79b9476e0e5/240x180n.jpg","name":"B3：","layout":"2室2厅1卫","area":"约93.00平米"},{"url":"http://a.pic1.ajkimg.com/display/xinfang/db35b65e3c175b8d94485a6687c67b5f/240x180n.jpg","name":"B5：","layout":"2室2厅1卫","area":"约97.00平米"}]	铂金华府
anjuke	[{"url":"http://a.pic1.ajkimg.com/display/xinfang/881daa365980c1fa012c8acf44fb728f/240x180n.jpg","name":"D2：","layout":"3室2厅2卫","area":"约133.00平米"},{"url":"http://d.pic1.ajkimg.com/display/xinfang/c83a418f96ee7043ab6daa2dbf11604f/240x180n.jpg","name":"E2：","layout":"2室2厅1卫","area":"约88.00平米"}]	盛世虹桥二期
anjuke	[{"url":"http://a.pic1.ajkimg.com/display/xinfang/d03e6140358d8dae19f2194839972ada/240x180n.jpg","name":"A户型：","layout":"5室4厅4卫","area":"约523.00平米"},{"url":"http://c.pic1.ajkimg.com/display/xinfang/28c8f75e796acfc538c924364797aee1/240x180n.jpg","name":"B户型：","layout":"5室3厅3卫","area":"约485.00平米"}]	圣特丽墅
anjuke	[{"url":"http://d.pic1.ajkimg.com/display/xinfang/c2bad6728c1e197934697c19fef61778/240x180n.jpg","name":"G：","layout":"别墅","area":"约215.00平米"}]	中景水岸
anjuke	[]	万科早城
anjuke	[]	万科城墅
anjuke	[{"url":"http://c.pic1.ajkimg.com/display/xinfang/b5bd83b3f65e88e2a417fa6b0142e607/240x180n.jpg","name":"K户型：","layout":"别墅","area":"约199.00平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/1589151ecafd2d656fe88a163283c68c/240x180n.jpg","name":"C3户型：","layout":"3室2厅1卫","area":"约93.00平米"},{"url":"http://a.pic1.ajkimg.com/display/xinfang/08e7acc048ec2343c892bce7fabb5de1/240x180n.jpg","name":"D2户型：","layout":"4室2厅3卫","area":"约169.00平米"},{"url":"http://a.pic1.ajkimg.com/display/xinfang/d0fa9f47380dc4236c41ddc70fa91de1/240x180n.jpg","name":"D1户型：","layout":"4室2厅3卫","area":"约163.00平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/14132da4e9369396db459e465d55d7b5/240x180n.jpg","name":"C4户型：","layout":"3室2厅2卫","area":"约121.00平米"},{"url":"http://d.pic1.ajkimg.com/display/xinfang/cee4686a30054da3cb49b6bf1a37a386/240x180n.jpg","name":"90平米户型：","layout":"3室2厅1卫","area":"约90.00平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/ec2d6de33ad3001f6997de9af654aadd/240x180n.jpg","name":"M户型：","layout":"别墅","area":"约194.00平米"},{"url":"http://d.pic1.ajkimg.com/display/xinfang/cec40174b0430fbb6eda10f33523c9fe/240x180n.jpg","name":"L户型：","layout":"别墅","area":"约192.00平米"}]	信达郡庭
anjuke	[{"url":"http://b.pic1.ajkimg.com/display/xinfang/a0fcd6e3bc051dbe204b150c3a50a68e/240x180n.jpg","name":"别墅户型：","layout":"别墅","area":"约150.00平米"},{"url":"http://a.pic1.ajkimg.com/display/xinfang/0b71eab1a7bfe3954c0557b5fcc2d13b/240x180n.jpg","name":"F4户型：","layout":"2室3厅2卫","area":"约71.00平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/abb74dd81b582e56a1ecad3777298439/240x180n.jpg","name":"F3户型：","layout":"2室2厅2卫","area":"约48.00平米"},{"url":"http://c.pic1.ajkimg.com/display/xinfang/6e74f86a7331662b74404ddb294b058b/240x180n.jpg","name":"F2户型：","layout":"3室2厅2卫","area":"约73.00平米"},{"url":"http://c.pic1.ajkimg.com/display/xinfang/f4bc401900da6bdc25dad5060f6a7f79/240x180n.jpg","name":"F1户型：","layout":"2室2厅2卫","area":"约68.00平米"},{"url":"http://a.pic1.ajkimg.com/display/xinfang/47aad70bac5f9be40edb88ccf846fb2a/240x180n.jpg","name":"A4：","layout":"1室1厅1卫","area":"约71.00平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/9af000fa474597112734e07c8cf468ab/240x180n.jpg","name":"A3户型：","layout":"1室1厅1卫","area":"约48.00平米"},{"url":"http://a.pic1.ajkimg.com/display/xinfang/03a12fde865fc0058ae664d913a0509e/240x180n.jpg","name":"A2户型：","layout":"1室1厅1卫","area":"约73.00平米"}]	上坤公园天地
anjuke	[{"url":"http://c.pic1.ajkimg.com/display/xinfang/63b10e820635d034aafaca3750eb8c0f/240x180n.jpg","name":"A11户型：","layout":"2室2厅1卫","area":"约84.00平米"},{"url":"http://a.pic1.ajkimg.com/display/xinfang/818716464b4ae245e4161feda0d78e76/240x180n.jpg","name":"K1户型：","layout":"别墅","area":"约247.00平米"},{"url":"http://d.pic1.ajkimg.com/display/xinfang/3f110b2aa1da850275cd33981fc34bad/240x180n.jpg","name":"K户型：","layout":"别墅","area":"约248.00平米"},{"url":"http://d.pic1.ajkimg.com/display/xinfang/3c5c99ad22c8da944d45eb1fd9d0c67f/240x180n.jpg","name":"L1户型：","layout":"别墅","area":"约258.00平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/e1144ae4bac6a6f5878e8d1dabdcde54/240x180n.jpg","name":"J1：","layout":"别墅","area":"约250.00平米"},{"url":"http://d.pic1.ajkimg.com/display/xinfang/c97759d0a5acc47d3f0396c873b26d61/240x180n.jpg","name":"H1户型：","layout":"别墅","area":"约260.00平米"},{"url":"http://c.pic1.ajkimg.com/display/xinfang/2bcebccd1b1514a709891434e85e3521/240x180n.jpg","name":"H户型：","layout":"别墅","area":"约260.00平米"},{"url":"http://d.pic1.ajkimg.com/display/xinfang/7d29471aaeb9906b96d4d9ede352d74d/240x180n.jpg","name":"D户型：","layout":"别墅","area":"约242.00平米"}]	保利叶语
anjuke	[{"url":"http://c.pic1.ajkimg.com/display/xinfang/2f9d9eccadfbc71493beadce23463c5a/240x180n.jpg","name":"A户型：","layout":"2室2厅1卫","area":"约90.00平米"},{"url":"http://d.pic1.ajkimg.com/display/xinfang/c5e134bf61edfee5e423c03039bd9d44/240x180n.jpg","name":"联排1户型：","layout":"3室4厅3卫","area":"约125.00平米"},{"url":"http://c.pic1.ajkimg.com/display/xinfang/623a23f29f5bb8ab2ab68fada4de2895/240x180n.jpg","name":"联排2户型：","layout":"3室4厅3卫","area":"约157.00平米"},{"url":"http://d.pic1.ajkimg.com/display/xinfang/79f4885fd5e79e2a92d211b7ff690421/240x180n.jpg","name":"联排3户型：","layout":"3室4厅3卫","area":"约160.00平米"},{"url":"http://a.pic1.ajkimg.com/display/xinfang/4b96392ae596832660ec113671381d36/240x180n.jpg","name":"联排4A户型：","layout":"4室4厅3卫","area":"约190.00平米"},{"url":"http://d.pic1.ajkimg.com/display/xinfang/c36795b9a73850cf4310034ad28279aa/240x180n.jpg","name":"C户型：","layout":"2室2厅1卫","area":"约88.00平米"}]	绿地公园壹品
anjuke	[{"url":"http://a.pic1.ajkimg.com/display/xinfang/d4d52510196ec7eacc3ea1108b307e7a/240x180n.jpg","name":"A2户型：","layout":"2室1厅1卫","area":"约64.00平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/9ce69b202b4de2a75fb105a94e842a42/240x180n.jpg","name":"A3户型：","layout":"4室2厅1卫","area":"约91.00平米"},{"url":"http://d.pic1.ajkimg.com/display/xinfang/30f156602fb14ffd696a66c823d4ebf4/240x180n.jpg","name":"A1户型：","layout":"4室2厅1卫","area":"约88.00平米"},{"url":"http://d.pic1.ajkimg.com/display/xinfang/3ebd47fad41f0fa3ad620aa6f4ecfdad/240x180n.jpg","name":"别墅户型：","layout":"5室4厅5卫","area":"约175.00平米"}]	中梁英伦印象
anjuke	[{"url":"http://a.pic1.ajkimg.com/display/xinfang/dce79da3de4a61a63a2e6868ba42f190/240x180n.jpg","name":"E：","layout":"3室2厅2卫","area":"约133.00平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/59f243b3a046e26f905eed9f2d16d1cc/240x180n.jpg","name":"D户型：","layout":"4室2厅2卫","area":"约154.00平米"},{"url":"http://a.pic1.ajkimg.com/display/xinfang/0a23960e51b19c8026356de00a69af42/240x180n.jpg","name":"L户型：","layout":"4室2厅2卫","area":"约165.35平米"}]	仁恒河滨花园
anjuke	[{"url":"http://c.pic1.ajkimg.com/display/xinfang/63b8d1990341e83fbce781fe50e3a222/240x180n.jpg","name":"100平米户：","layout":"3室1厅1卫","area":"约100.00平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/1ac306c8fca1bfc07c5e51a9184b3a28/240x180n.jpg","name":"150平米户：","layout":"5室2厅2卫","area":"约150.00平米"}]	中梁香缇公馆
anjuke	[{"url":"http://a.pic1.ajkimg.com/display/xinfang/0a12e28fcd7ce5c4fede77be5b930ff2/240x180n.jpg","name":"58平米户型：","layout":"商住","area":"约58.00平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/916d7e1cb2253a1568bfd8df4e83fb61/240x180n.jpg","name":"青春绿：","layout":"商住","area":"约35.00平米"}]	上坤乐公馆（上坤乐城）
anjuke	[{"url":"http://d.pic1.ajkimg.com/display/xinfang/3ea7a72289d3765ddb48666c9f6fb562/240x180n.jpg","name":"MINI公馆户：","layout":"商住","area":"约42.00平米"}]	绿地风尚天地
anjuke	[{"url":"http://a.pic1.ajkimg.com/display/xinfang/4b9c68e0ff896e54cab7e1cbe6debcfc/240x180n.jpg","name":"2#D：","layout":"4室2厅4卫","area":"约185.36平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/146744e443551432eff1e8d9b23b984b/240x180n.jpg","name":"2#A：","layout":"4室2厅3卫","area":"约241.73平米"},{"url":"http://d.pic1.ajkimg.com/display/xinfang/303b6bd4564696b5bb436d12e26177c4/240x180n.jpg","name":"1#F：","layout":"6室2厅4卫","area":"约272.75平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/eecad627f4225fd29391d02957dc9550/240x180n.jpg","name":"1#E：","layout":"3室2厅3卫","area":"约193.49平米"},{"url":"http://c.pic1.ajkimg.com/display/xinfang/257fafa95f75c8130289315939a4fc6b/240x180n.jpg","name":"1#D：","layout":"3室2厅2卫","area":"约135.97平米"},{"url":"http://d.pic1.ajkimg.com/display/xinfang/3ebaf664d246020eb9360157b0a5ba53/240x180n.jpg","name":"1#C：","layout":"3室2厅2卫","area":"约169.88平米"},{"url":"http://d.pic1.ajkimg.com/display/xinfang/c810b335b65e5ce5280380620dcd69d3/240x180n.jpg","name":"1#B：","layout":"2室2厅2卫","area":"约116.51平米"},{"url":"http://a.pic1.ajkimg.com/display/xinfang/4ed0b91b51d41f2943011a7a77443e22/240x180n.jpg","name":"1#A：","layout":"3室2厅2卫","area":"约166.48平米"}]	乐禧汇禧阙
